20210430,77,11,31,880,741,342,247,,,234,134,3,5,7,339,58050,56070
20210430,77,11,32,691,419,116,153,,,43,60,,,7,225,57610,57940
20210430,77,11,34,,,,,,,,,,,,,62600,62100
20210430,77,12,33,19428,7744,6322,7953,0,79361,2038,1855,263,337,88765,19566,44520,43270
20210430,77,11,37,29,18,5,16,,,,,,,,,58100,56600
20210430,77,11,38,7,31,24,0,,,,,,,,,59800,57100
20210430,77,12,41,,,,,,,,,,,,,43000,43000
20210430,77,12,42,,,,,,,,,,,,,43000,43000
20210430,77,12,43,,,,,,,,,,,,,49700,49700
20210430,77,12,44,,,,,,,,,,,,,44000,44000
20210430,77,12,45,,,,,,,,,,,,,46000,46000
20210430,77,12,46,,,,,,,,,,,,,49800,49800
20210430,77,12,61,413,115,0,0,,,10,362,,,54,0,8.12,8.64
20210430,77,12,62,734,343,0,0,,,0,340,,,0,51,8.85,11.10
20210430,77,12,63,729,467,0,0,,,0,422,,,328,168,8.93,9.44
20210430,77,12,64,1304,54,0,0,,,0,700,,,0,550,9.45,12.02
