20210106,77,11,31,1031,434,104,533,,,133,117,21,22,1,184,45160,45430
20210106,77,11,32,1284,673,43,540,,,64,37,0,1,3,143,49000,48540
20210106,77,11,34,,,,,,,,,,,,,52000,51700
20210106,77,12,33,27471,5023,8622,7393,0,90301,1824,1344,231,205,88032,21914,34280,33480
20210106,77,11,37,307,177,0,115,,,0,15,,,,,47000,46700
20210106,77,11,38,835,689,1,117,,,0,30,,,,,49800,48100
20210106,77,12,41,,,,,,,,,,,,,43000,43000
20210106,77,12,42,,,,,,,,,,,,,43000,43000
20210106,77,12,43,,,,,,,,,,,,,49700,49700
20210106,77,12,44,,,,,,,,,,,,,44000,44000
20210106,77,12,45,,,,,,,,,,,,,46000,46000
20210106,77,12,46,,,,,,,,,,,,,49800,49800
20210106,77,12,61,301,112,0,0,,,0,2,,,0,187,14.15,6.66
20210106,77,12,62,65,35,0,0,,,15,30,,,0,15,16.00,7.10
20210106,77,12,63,1460,1580,0,0,,,0,5,,,600,475,17.50,7.59
20210106,77,12,64,200,236,0,0,,,0,21,,,57,0,19.29,8.06
