20210421,77,11,31,1083,906,322,243,,,261,142,3,5,22,395,58900,54900
20210421,77,11,32,824,494,132,243,,,27,40,,,15,221,55870,55950
20210421,77,11,34,,,,,,,,,,,,,61800,60300
20210421,77,12,33,18198,7174,7923,8959,0,79786,2252,2417,228,341,89873,19797,42930,41500
20210421,77,11,37,294,220,5,79,,,,,,,,,59900,56600
20210421,77,11,38,136,137,23,22,,,,,,,,,58350,57100
20210421,77,12,41,,,,,,,,,,,,,43000,43000
20210421,77,12,42,,,,,,,,,,,,,43000,43000
20210421,77,12,43,,,,,,,,,,,,,49700,49700
20210421,77,12,44,,,,,,,,,,,,,44000,44000
20210421,77,12,45,,,,,,,,,,,,,46000,46000
20210421,77,12,46,,,,,,,,,,,,,49800,49800
20210421,77,12,61,351,15,0,0,,,0,390,,,54,0,6.98,7.61
20210421,77,12,62,275,4,0,0,,,0,370,,,99,0,7.07,8.93
20210421,77,12,63,876,470,0,0,,,0,438,,,384,352,7.49,8.43
20210421,77,12,64,1258,58,0,0,,,0,751,,,0,449,7.05,9.98
