20210217,77,11,31,1112,629,236,506,,,205,126,11,13,6,296,52300,51610
20210217,77,11,32,1133,549,287,578,,,60,50,0,1,6,308,55010,53540
20210217,77,11,34,,,,,,,,,,,,,58700,57100
20210217,77,12,33,26762,5538,9854,10861,0,90320,2203,2196,230,198,90278,20214,41370,39930
20210217,77,11,37,177,84,3,91,,,0,5,,,,,53500,51000
20210217,77,11,38,253,229,5,29,,,,,,,,,56000,52000
20210217,77,12,41,,,,,,,,,,,,,43000,43000
20210217,77,12,42,,,,,,,,,,,,,43000,43000
20210217,77,12,43,,,,,,,,,,,,,49700,49700
20210217,77,12,44,,,,,,,,,,,,,44000,44000
20210217,77,12,45,,,,,,,,,,,,,46000,46000
20210217,77,12,46,,,,,,,,,,,,,49800,49800
20210217,77,12,61,159,66,0,0,,,,,,,0,93,6.87,6.63
20210217,77,12,62,35,10,0,0,,,10,20,,,0,15,7.37,7.14
20210217,77,12,63,900,1042,0,0,,,0,146,,,558,270,7.61,7.99
20210217,77,12,64,253,154,0,0,,,1,10,,,10,100,7.90,8.60
